Gilding pale streams with heavenly alchemy;	s	She was cruel in her fear ; 	b
Anon permit the basest clouds to ride	s	Was only sullen there ! 	b
And from the forlorn world his visage hide,	s	If our vessels sailed adverse on life's stormy main. 	b
Stealing unseen to west with this disgrace:	s	AT CASTLE WOOD 	b
Thy bosom is endeared with all hearts,	s	But as in fit of peevish woe, 	b
But out, alack! he was but one hour mine;	s	'Cumber the spirit that would soar 	b
The region cloud hath mask'd him from me now.	s	The outward tumult seemed to assuage 	b
Yet him for this my love no whit disdaineth;	s	Out to the park this dreary day, 	b
Revenge upon myself with present moan?	s	She turns from heaven a tearless eye 	b
Why didst thou promise such a beauteous day,	s	Even weeping o'er that wretch's woe ; 	b
And make me travel forth without my cloak,	s	And mingled with a foreign mould. 	b
To let base clouds o'ertake me in my way,	s	One sign of sympathising woe, 	b
Hiding thy bravery in their rotten smoke?	s	A snowy brow in ringlets small, 	b
'Tis not enough that through the cloud thou break,	s	Till at last, all old links broken, 	b
To dry the rain on my storm-beaten face,	s	Vain as thou wert, and weak as vain, 	b
For no man well of such a salve can speak	s	Make answer far and near. 	b
The fairest votary took up that fire	s	And this is just the joyous hour 	b
Though thou repent, yet I have still the loss:	s	Thy soul is powerless over mine.' 	b
The offender's sorrow lends but weak relief	s	She would not, in her tranquil sleep, 	b
To him that bears the strong offence's cross.	s	She thought when that confession crossed 	b
Ah! but those tears are pearl which thy love sheds,	s	Do I despise the timid deer, 	b
And they are rich and ransom all ill deeds.	s	Chain and bar and dungeon wall 	b
Roses have thorns, and silver fountains mud;	s	And heaven itself, so pure and blest, 	b
All men make faults, and even I in this,	s	And still entreated him to stay. 	b
Authorizing thy trespass with compare,	s	And he was once an ardent boy ; 	b
Excusing thy sins more than thy sins are;	s	I saw His wisdom and His power 	b
Where Cupid got new fire--my mistress' eyes.	s	And nothing in the twilight sky 	b
Thy adverse party is thy advocate--	s	How can I rouse my sinking soul 	b
And 'gainst myself a lawful plea commence:	s	Say, ' Earth, lie lightly on that breast, 	b
Such civil war is in my love and hate	s	Tortured Gondal's liberty ! 	b
That I an accessary needs must be	s	The wind blew from the sea. 	b
Desire is death, which physic did except.	s	But the joy of life was flown 	b
For thy sweet love remember'd such wealth brings	s	And every window glistens bright 	b
So shall those blots that do with me remain	s	With leaves of frozen dew. 	b
Without thy help by me be borne alone.	s	O look again, for still on high 	b
In our two loves there is but one respect,	s	And lights your room like day ; 	b
Though in our lives a separable spite,	s	Bright be thine eyes, undimmed their dazzling 	b
Which though it alter not love's sole effect,	s	We thought, t When winter comes again. 	b
Yet doth it steal sweet hours from love's delight.	s	Ere I would call its glories mine ; 	b
Lest my bewailed guilt should do thee shame,	s	Its root has felt a worm, 	b
Nor thou with public kindness honour me,	s	Why dost thou repeat again 	b
Unless thou take that honour from thy name:	s	Till those dark orbs o'erflowing fast 	b
And whether that my angel be turn'd fiend	s	4 Listen ! I Ve known a burning heart, 	b
As, thou being mine, mine is thy good report.	s	' Edward, awake, awake 	b
As a decrepit father takes delight	s	And every time its measured call 	b
So I, made lame by fortune's dearest spite,	s	A thousand forms, a fearful gloom ; 	b
Take all my comfort of thy worth and truth.	s	Or gleams the sun amongst the mists of care? 	b
Or any of these all, or all, or more,	s	' When tempests roar on the lonely shore 	b
Entitled in thy parts do crowned sit,	s	The aimless, heedless carelessness 	b
I make my love engrafted to this store:	s	His red heart's blood drenched my dagger ; 	b
So then I am not lame, poor, nor despised,	s	The music of the Sabbath bell. 	b
Whilst that this shadow doth such substance give	s	The sunshine of a summer's sun 	b
That I in thy abundance am sufficed	s	My cold heart, underneath my hand, 	b
And by a part of all thy glory live.	s	Or wakes the breeze in the swaying trees 	b
When I against myself with thee partake?	s	THE day is done, the winter sun 	b
This wish I have; then ten times happy me!	s	The heart is dead in infancy, 	b
How can my Muse want subject to invent,	s	To hide the streaming tear. 	b
While thou dost breathe, that pour'st into my verse	s	Nor marked how from his own young 	b
Thine own sweet argument, too excellent	s	To-morrow, Scorn will blight my name, 	b
For every vulgar paper to rehearse?	s	Thus poured she in that cavern wild 	b
O, give thyself the thanks, if aught in me	s	Will load me with a coward's shame 	b
Worthy perusal stand against thy sight;	s	'Twas thus I thought, an hour ago, 	b
For who's so dumb that cannot write to thee,	s	And at each belt a weapon dire, 	b
When thou thyself dost give invention light?	s	Too heavenly now, but doomed to be, 	b
Be thou the tenth Muse, ten times more in worth	s	I cannot find a haven. 	b
Than those old nine which rhymers invocate;	s	When thy heart bounds ardently, 	b
And he that calls on thee, let him bring forth	s	His followers went out with Jubilee, 	b
Eternal numbers to outlive long date.	s	Their dust is mingled with the sod, 	b
If my slight Muse do please these curious days,	s	Should cause such bitter woe? 	b
O, how thy worth with manners may I sing,	s	Sad thoughts rose in my mind. 	b
When thou art all the better part of me?	s	For, who forgives the accursed crime 	b
What can mine own praise to mine own self bring?	s	The violet's eye might shyly flash, 	b
And what is 't but mine own when I praise thee?	s	OH, thy bright eyes must answer now, 	b
Even for this let us divided live,	s	Thy presence waked a thrilling tone 	b
And our dear love lose name of single one,	s	Where can the weary lay his head, 	b
That by this separation I may give	s	There have been times when this was drear, 	b
That due to thee which thou deservest alone.	s	But, traitor, traitor, from that word 	b
O absence, what a torment wouldst thou prove,	s	All true breasts shrink away ! 	b
Were it not thy sour leisure gave sweet leave	s	The spirit above my couch was bending. 	b
O, though I love what others do abhor,	s	A slave, because I rule thee still ; 	b
And that thou teachest how to make one twain,	s	As I can hear the ocean's fall 	b
By praising him here who doth hence remain!	s	My honour's name to spare ! 	b
When all my best doth worship thy defect,	s	And earth seemed such an alien home 	b
What hast thou then more than thou hadst before?	s	* What seek you now on this bleak moor brow, 	b
To be death's conquest and make worms thine heir.	s	A sound of music reached my ear : 	b
Why dost thou pine within and suffer dearth,	s	And there you pass, in happy dreams, 	b
Then if for my love thou my love receivest,	s	Sternly denied its burning wish to hasten 	b
I cannot blame thee for my love thou usest;	s	Into hopeless, endless mourning. 	b
But yet be blamed, if thou thyself deceivest	s	All those disturbed waves decrease 	b
By wilful taste of what thyself refusest.	s	Stern duty stores for me. 	b
I do forgive thy robbery, gentle thief,	s	Every leaf speaks bliss to me, 	b
Although thou steal thee all my poverty;	s	That thou didst visit me? 	b
And yet, love knows, it is a greater grief	s	Though it roar in thunder wild, 	b
To bear love's wrong than hate's known injury.	s	Tears have left ghastly traces there, 	b
Lascivious grace, in whom all ill well shows,	s	I AM the only being whose doom 	b
Those petty wrongs that liberty commits,	s	And doubly will the dark world grieve me, 	b
When I am sometime absent from thy heart,	s	Fast asleep and almost dying, 	b
Thy beauty and thy years full well befits,	s	Are brushing off the scented dew, 	b
For still temptation follows where thou art.	s	Must always end in gloom ; 	b
Gentle thou art and therefore to be won,	s	Midnight moonlight's holy shrine. 	b
Beauteous thou art, therefore to be assailed;	s	It closes with a tomb ! 	b
And when a woman woos, what woman's son	s	From thought of grief are free. 	b
Will sourly leave her till she have prevailed?	s	Danger, and guilt, and darkness lie, 	b
Ay me! but yet thou mightest my seat forbear,	s	Weary to watch the spirit languish 	b
And chide thy beauty and thy straying youth,	s	Through years of dead despair. 	b
Who lead thee in their riot even there	s	So, if a tear, when thou art dying, 	b
Or made them swear against the thing they see;	s	Since I beheld another dwelling. 	b
Hers by thy beauty tempting her to thee,	s	When I am not, and none beside, 	b
That thou hast her, it is not all my grief,	s	For wild those gusts, and well their chimes 	b
And yet it may be said I loved her dearly;	s	That cold departure pictures mine. 	b
A loss in love that touches me more nearly.	s	My deadliest pains might die ; 	b
Loving offenders, thus I will excuse ye:	s	False she was, and unrelenting ; 	b
Within be fed, without be rich no more:	s	Seems it not that eve's declining 	b
And for my sake even so doth she abuse me,	s	Of dastard treachery ? 	b
Suffering my friend for my sake to approve her.	s	Though comet-like its course was run ; 	b
If I lose thee, my loss is my love's gain,	s	As wise, to mourn the seed which grew 	b
And losing her, my friend hath found that loss;	s	Upon her dying mind, 	b
Both find each other, and I lose both twain,	s	Its gentle ray cannot control 	b
And both for my sake lay on me this cross:	s	It comes at last to cancel time, 	b
But here's the joy; my friend and I are one;	s	Which since this morn laid many low ; 	b
Sweet flattery! then she loves but me alone.	s	Around me, wretches uttering praise, 	b
When most I wink, then do mine eyes best see,	s	Or howling o'er their hopeless days, 	b
But when I sleep, in dreams they look on thee,	s	It breathed from its heart invisible. 	b
And darkly bright are bright in dark directed.	s	A brotherhood of misery, 	b
I guess one angel in another's hell:	s	That it quenches e'en now the vital spark, 	b
To the clear day with thy much clearer light,	s	Whose madness daily maddened me, 	b
By looking on thee in the living day,	s	Arouse thee from thy dreams I 	b
When in dead night thy fair imperfect shade	s	Escape earth's dungeon tomb ? 	b
Through heavy sleep on sightless eyes doth stay!	s	But only give me back my tears, 	b
All days are nights to see till I see thee,	s	What seems the vilest, even like thine 	b
And nights bright days when dreams do show thee me.	s	As if to invite the smiling skies ; 	b
If the dull substance of my flesh were thought,	s	Of seraph's song, and demon's moan ; 	b
Injurious distance should not stop my way;	s	In concord with her reddening cheek. 	b
For then despite of space I would be brought,	s	As sculptured marble saint, or slumbering un- 	b
Oaths of thy love, thy truth, thy constancy,	s	And far away in woody dell 	b
Upon the farthest earth removed from thee;	s	I stole away from crowds and light 	b
For nimble thought can jump both sea and land	s	There like a wild beast turns he back, 	b
As soon as think the place where he would be.	s	Lavished glory on that second May ! 	b
To leap large lengths of miles when thou art gone,	s	The mortal strife that then befell ; 	b
But that so much of earth and water wrought	s	And yet a little longer speak, 	b
A maid of Dian's this advantage found,	s	4 Yet moved she not ; she only raised 	b
Receiving nought by elements so slow	s	An earnest grief a strong desire 	b
But heavy tears, badges of either's woe.	s	The city's murmur softly blends 	b
The other two, slight air and purging fire,	s	That we must long till life be done ; 	b
Are both with thee, wherever I abide;	s	As thick as morning's tears ; 	b
The first my thought, the other my desire,	s	That heaven which my sweet lover's brow 	b
These present-absent with swift motion slide.	s	His frequent sighs, long-drawn and deep, 	b
Am of myself, all tyrant, for thy sake?	s	And Love I laugh to scorn ; 	b
In tender embassy of love to thee,	s	Could I have seen my country smile ? 	b
My life, being made of four, with two alone	s	A hundred fights for them ! 	b
Until life's composition be recured	s	Little moss-rose, cease to weep, 	b
By those swift messengers return'd from thee,	s	Their cruel strife may close ; 	b
Who even but now come back again, assured	s	Will tread its labyrinths alone. 	b
Of thy fair health, recounting it to me:	s	Oh, thy sweet tongue must plead for me 	b
This told, I joy; but then no longer glad,	s	Yes, as my swift days near their goal, 	b
I send them back again and straight grow sad.	s	'Tis all that I implore ; 	b
Mine eye and heart are at a mortal war	s	In life and death a chainless soul, 	b
How to divide the conquest of thy sight;	s	And oh ! above the best of those 	b
Mine eye my heart thy picture's sight would bar,	s	If ranks beneath the cannon fall, 	b
My heart mine eye the freedom of that right.	s	I repent not that which my hand has done 	b
My heart doth plead that thou in him dost lie--	s	And I can sing and I can smile, 	b
A closet never pierced with crystal eyes--	s	Alike, while I have holiday. 	b
But the defendant doth that plea deny	s	Where wilt thou go, my harassed heart 	b
And says in him thy fair appearance lies.	s	To aid a spirit lost in crime, 	b
To 'cide this title is impanneled	s	What spot, or near or far apart, 	b
The clear eye's moiety and the dear heart's part:	s	Lights me till my life is done ; 	b
As thus; mine eye's due is thy outward part,	s	There is a spot, 'mid barren hills, 	b
And my heart's right thy inward love of heart.	s	And high its arched windows rise, 	b
Betwixt mine eye and heart a league is took,	s	The last full cup of triumph drink, 	b
And each doth good turns now unto the other:	s	Nor yet the ocean's wave. 	b
When that mine eye is famish'd for a look,	s	Bring good in rising, leave peace in decline, 	b
Or heart in love with sighs himself doth smother,	s	Sighed at first, but sighed not long ; 	b
With my love's picture then my eye doth feast	s	Grows as green in April rain, 	b
And to the painted banquet bids my heart;	s	One glance revealed how little care 	b
Another time mine eye is my heart's guest	s	The mute bird sitting on the stone, 	b
And in his thoughts of love doth share a part:	s	I was not tired, my darling one, 	b
So, either by thy picture or my love,	s	I saw to-day my enemy. 	b
For thou not farther than my thoughts canst move,	s	For ever present to my eye, 	b
And I am still with them and they with thee;	s	My worn heart throbs so wildly 	b
Or, if they sleep, thy picture in my sight	s	The alien firelight died away ; 	b
Shall worms, inheritors of this excess,	s	And seen in mist and moonlit stone, 	b
How careful was I, when I took my way,	s	I am speaking of a later stroke, 	b
Each trifle under truest bars to thrust,	s	But mine sank sad and low ! 	b
That to my use it might unused stay	s	And all do homage to their will, 	b
From hands of falsehood, in sure wards of trust!	s	A distant, dreamy, dim blue chain 	b
But thou, to whom my jewels trifles are,	s	And when I laughed they all replied ; 	b
Most worthy of comfort, now my greatest grief,	s	'Till the dread burst breaks forth once more 	b
Thou, best of dearest and mine only care,	s	So sweet, so soft, so hushed an air ; 	b
Painting thy outward walls so costly gay?	s	And as blithely as of yore 	b
Thee have I not lock'd up in any chest,	s	When the pen that motto drew. 	b
Save where thou art not, though I feel thou art,	s	But long lies the dew on its crimson leaves, 	b
In a cold valley-fountain of that ground;	s	Up rose he, and stretched forth his hand, 	b
From whence at pleasure thou mayst come and part;	s	And revelled in my changeful dreams, 	b
And even thence thou wilt be stol'n, I fear,	s	Marked out the tracks of wandering sheep. 	b
For truth proves thievish for a prize so dear.	s	Of each dark night and dim, beclouded day. 	b
Against that time, if ever that time come,	s	I gazed within thine earnest eyes 	b
When I shall see thee frown on my defects,	s	Brought to earth the fluttering game : 	b
When as thy love hath cast his utmost sum,	s	Restraint and heavy task recoil. 	b
Call'd to that audit by advised respects;	s	The vault, whose grated eye showed heaven more 	b
A dateless lively heat, still to endure,	s	Who spend too soon their youthful day. 	b
Against strange maladies a sovereign cure.	s	The common paths that others run ; 	b
Angry that his prescriptions are not kept,	s	That centre all the joys of years. 	b
Shall reasons find of settled gravity,--	s	That waves in summer air : 	b
Against that time do I ensconce me here	s	Wears not a cloud that speaks of gloom. 	b
Within the knowledge of mine own desert,	s	To soothe my spirit's care. 	b
And this my hand against myself uprear,	s	From morning's faintest dawning 	b
To guard the lawful reasons on thy part:	s	Begilt with tasselled cords of gold, 	b
To leave poor me thou hast the strength of laws,	s	Wilt thou prove faithless now ? 	b
Since why to love I can allege no cause.	s	I 'd fling the brand in the hissing sea, 	b
How heavy do I journey on the way,	s	So often to the unopened door? 	b
When what I seek, my weary travel's end,	s	Have sought one gleam of mercy there ! 	b
Doth teach that ease and that repose to say	s	Across the mountain stream. 	b
Why so large cost, having so short a lease,	s	A few years of captivity, 	b
The beast that bears me, tired with my woe,	s	And ice upon the glancing stream 	b
Plods dully on, to bear that weight in me,	s	You 've tracked me to a lonely spot. 	b
As if by some instinct the wretch did know	s	Earth's wilderness was round me spread, 	b
His rider loved not speed, being made from thee:	s	And night obscure his way ; 	b
The bloody spur cannot provoke him on	s	Mysterious it rose from the billowy moor. 	b
That sometimes anger thrusts into his hide;	s	Because they have no stay but thine. 	b
Which heavily he answers with a groan,	s	With thunder volleys rolling on before 	b
More sharp to me than spurring to his side;	s	The sting of anguish drear/ 	b
For that same groan doth put this in my mind;	s	Re-echo back again. 	b
My grief lies onward and my joy behind.	s	'Tis better far away ; 	b
Thus can my love excuse the slow offence	s	They who have been our life, our soul, 	b
Of my dull bearer when from thee I speed:	s	Geraldine, wilt thou delay? 	b
From where thou art why should I haste me thence?	s	For, oh ! when chill the sunbeams fall 	b
Till I return, of posting is no need.	s	My soul, another love. 	b
O, what excuse will my poor beast then find,	s	Following the bend of Aspin's side, 	b
When swift extremity can seem but slow?	s	But, if there be a God above, 	b
Then should I spur, though mounted on the wind;	s	The whole devoured and lost in death ! 	b
In winged speed no motion shall I know:	s	Ere evening far away. 	b
Shall neigh--no dull flesh--in his fiery race;	s	I could think in the withered grass 	b
But love, for love, thus shall excuse my jade;	s	The loving spirit lingers long, 	b
Since from thee going he went wilful-slow,	s	I turned me from that young saint's bed 	b
Can bring him to his sweet up-locked treasure,	s	Through th' autumnal sky ; 	b
The which he will not every hour survey,	s	I watch this cloudy evening fall, 	b
For blunting the fine point of seldom pleasure.	s	For whom his spirit unforgiven 	b
Therefore are feasts so solemn and so rare,	s	Sweet voices in the halls resound, 	b
Since, seldom coming, in the long year set,	s	Did my exiled spirit grieve. 	b
Like stones of worth they thinly placed are,	s	O no, it was not this ! 	b
Or captain jewels in the carcanet.	s	'Tis the last line of the woeful song ; 	b
So is the time that keeps you as my chest,	s	My tortured limbs in dungeons bind, 	b
Or as the wardrobe which the robe doth hide,	s	' It was spring, and the skylark was singing * ; 	b
To make some special instant special blest,	s	With a solemn, plaintive sound. 	b
By new unfolding his imprison'd pride.	s	And waken unavailing tears. 	b
Blessed are you, whose worthiness gives scope,	s	Nor absence, nor distance can quell. 	b
What is your substance, whereof are you made,	s	And lonely I am pining, 	b
That millions of strange shadows on you tend?	s	They uttered the music of May ; 	b
Since every one hath, every one, one shade,	s	Far less when evening's pensive hour 	b
Feeding on that which doth preserve the ill,	s	To that deep and swelling river 	b
Describe Adonis, and the counterfeit	s	While thy heart suffers there. 	b
Is poorly imitated after you;	s	And there were garments spread, 	b
On Helen's cheek all art of beauty set,	s	No ten can deal such deadly misery 	b
And you in Grecian tires are painted new:	s	To walk by the hill-torrent's side ! 	b
Speak of the spring and foison of the year;	s	It is swelled with the first snowy weather ; 	b
The one doth shadow of your beauty show,	s	The rocks they are icy and hoar, 	b
The other as your bounty doth appear;	s	Arthur, brother, we returned 	b
And you in every blessed shape we know.	s	Fierce grew Rosina's gloomy gaze ; 	b
In all external grace you have some part,	s	There are no yellow stars on the mountain ; 	b
But you like none, none you, for constant heart.	s	'Tis here 'tis there, 'tis nowhere oh ! my soul, 	b
O, how much more doth beauty beauteous seem	s	Gaze not so earnestly upon 	b
By that sweet ornament which truth doth give!	s	Leagues on leagues are left behind 	b
The rose looks fair, but fairer we it deem	s	But lovelier than corn-fields all waving 	b
For that sweet odour which doth in it live.	s	All thy cold and scornful pride, 	b
The canker-blooms have full as deep a dye	s	My spirit drank a mingled tone, 	b
If it be not, then love doth well denote	s	I would have dreary weather, 	b
Hang on such thorns and play as wantonly	s	'Tis thus that human minds will turn, 	b
When summer's breath their masked buds discloses:	s	And envied such despair. 	b
But, for their virtue only is their show,	s	I paused, confounded and distracted, 	b
My thoughts and my discourse as madmen's are,	s	A lip of cruel scorn ; 	b
Die to themselves. Sweet roses do not so;	s	To where those signal lights are burning, 	b
Of their sweet deaths are sweetest odours made:	s	And swift were the wings to our feet given, 	b
And so of you, beauteous and lovely youth,	s	Their brows are unshadowed, undimmed by woe. 	b
When that shall fade, my verse distills your truth.	s	What sudden power the fancy hath 	b
Not marble, nor the gilded monuments	s	That vision of a mighty host 	b
Of princes, shall outlive this powerful rhyme;	s	And this shall be my dream to-night ; 	b
Than unswept stone besmear'd with sluttish time.	s	I shall be a dream to thee. 	b
When wasteful war shall statues overturn,	s	For the moors, where the linnet was trilling 	b
And broils root out the work of masonry,	s	My present entity ! 	b
Nor Mars his sword nor war's quick fire shall burn	s	Within itself may tell ! 	b
The living record of your memory.	s	And fair it budded day by day 	b
'Gainst death and all-oblivious enmity	s	His features in the wave. 	b
Shall you pace forth; your praise shall still find room	s	Yawned in the city's reeling wall, 	b
Even in the eyes of all posterity	s	On the brow of a lonely hill kneeling, 	b
Wooing his purity with her foul pride.	s	In my Redeemer's name 	b
So, till the judgment that yourself arise,	s	And proud its mighty columns show 	b
You live in this, and dwell in lover's eyes.	s	It feels no sympathy 	b
Sweet love, renew thy force; be it not said	s	I hurried down the dark oak stair ; 	b
Thy edge should blunter be than appetite,	s	When I was hardly six years old, 	b
Which but to-day by feeding is allay'd,	s	But not the loved music, whose waking 	b
To-morrow sharpen'd in his former might:	s	No fear of grief in her bright eyes should quiver ; 	b
Thy hungry eyes even till they wink with fullness,	s	In frozen mist arrayed. 	b
To-morrow see again, and do not kill	s	Sweet land of light ! Thy children fair 	b
The spirit of love with a perpetual dullness.	s	A mutual immortality. 	b
Let this sad interim like the ocean be	s	And sprang up to a glorious birth 	b
Which parts the shore, where two contracted new	s	Needst thou then dissemble sorrow, 	b
Come daily to the banks, that, when they see	s	Those tears had been heaven to me. 	b
Return of love, more blest may be the view;	s	Well well ; the sad minutes are moving, 	b
Else call it winter, which being full of care	s	Though loaded with trouble and pain ; 	b
Makes summer's welcome thrice more wish'd, more rare.	s	And some time the loved and the loving 	b
Being your slave, what should I do but tend	s	Shall meet on the mountains again I 	b
I have no precious time at all to spend,	s	How could I ask for pitying love, 	b
Nor services to do, till you require.	s	Thus to the man of sin he spoke : 	b
Nor dare I chide the world-without-end hour	s	ward votary, and to recall within his influence the proud mind 	b
Clouds and eclipses stain both moon and sun,	s	And murmur, summer-streams 	b
Nor think the bitterness of absence sour	s	Some nameless thing which hid not grace, 	b
When you have bid your servant once adieu;	s	She strikes it off with little care ; 	b
Nor dare I question with my jealous thought	s	Shall nature cease to bow ? 	b
Where you may be, or your affairs suppose,	s	From such a lethargy ? 	b
And his love-kindling fire did quickly steep	s	Whose streets stretch round so ceaselessly. 	b
So true a fool is love that in your will,	s	O do not think that God can leave, 	b
Though you do any thing, he thinks no ill.	s	Subdued both grief and passion wild. 	b
That god forbid that made me first your slave,	s	Loud was the sudden gust of woe 	b
I should in thought control your times of pleasure,	s	A burdened heart I bear, 	b
Whence hast thou this becoming of things ill,	s	' Because, I hoped while they enjoyed, 	b
To me that languish'd for her sake;	s	This shadow should night's welcome be ; 	b
O, let me suffer, being at your beck,	s	When wounded he wins to the darkest wood, 	b
The imprison'd absence of your liberty;	s	Sinks from the summer sky, 	b
And patience, tame to sufferance, bide each check,	s	To watch through all eternity, 	b
Without accusing you of injury.	s	And then a captive's tomb. 	b
Be where you list, your charter is so strong	s	My ear drank his dying sigh. 	b
That you yourself may privilege your time	s	But check those coward sobs, and bring 	b
To what you will; to you it doth belong	s	And keep it still divine 	b
Yourself to pardon of self-doing crime.	s	Though burning thoughts that spurn control, 	b
I am to wait, though waiting so be hell;	s	That thy dear blood was poured in vain.' 	b
For, thou betraying me, I do betray	s	Then art thou not my golden June, 	b
If there be nothing new, but that which is	s	Yet few would ask a heaven 	b
Hath been before, how are our brains beguiled,	s	More like this earth than thine. 	b
Which, labouring for invention, bear amiss	s	Then let my winds caress thee ; 	b
The second burden of a former child!	s	But what will winter bring? 	b
O, that record could with a backward look,	s	Must first be utterly forgot. 	b
Even of five hundred courses of the sun,	s	And earthly change from pain to pain, 	b
Show me your image in some antique book,	s	HERE again is the same mind in converse with a like 	b
To this composed wonder of your frame;	s	Rank, beauty, wealth, and power combine 	b
Yet this shall I ne'er know, but live in doubt,	s	Halos ! O far too bright to shine 	b
To subjects worse have given admiring praise.	s	The opening sea seemed smooth at last ; 	b
Like as the waves make towards the pebbled shore,	s	A cloudless moon shone through 	b
So do our minutes hasten to their end;	s	* Nay, rather, Gondal's shaken throne 	b
Each changing place with that which goes before,	s	* Douglas, he pleaded bitterly, 	b
In sequent toil all forwards do contend.	s	I need not sink beneath my woes ; 	b
Nativity, once in the main of light,	s	And yet, through every magic change, 	b
Crooked elipses 'gainst his glory fight,	s	The young and aged tree, 	b
And Time that gave doth now his gift confound.	s	Her forehead, drooped like lily pale. 	b
Time doth transfix the flourish set on youth	s	I needed not its breathing 	b
And delves the parallels in beauty's brow,	s	Her children are rank and her kingdom's spread far. 	b
Feeds on the rarities of nature's truth,	s	For him no tear his stern eye shed 	b
And nothing stands but for his scythe to mow:	s	How dark the woods will be ! 	b
And yet to times in hope my verse shall stand,	s	4 The thick leaves in my murmur 	b
Chiding that tongue that ever sweet	s	It breaks upon the awful roar 	b
Is it thy will thy image should keep open	s	The time of grace is past, 	b
My heavy eyelids to the weary night?	s	' Well, since it must be told, Lady, 	b
Dost thou desire my slumbers should be broken,	s	Thy perished faith shall spring to life, 	b
While shadows like to thee do mock my sight?	s	The ringlets of his long black hair 	b
Is it thy spirit that thou send'st from thee	s	Over the Eden of his soul ; 	b
So far from home into my deeds to pry,	s	Love, and its own life, had power to keep it 	b
To find out shames and idle hours in me,	s	All round the hot and glaring sky 	b
O, no! thy love, though much, is not so great:	s	That dearest boon was given ; 	b
It is my love that keeps mine eye awake;	s	In their own course to flow.' 	b
Mine own true love that doth my rest defeat,	s	Evince my gratitude ! 	b
To stand in thy affairs, fall by thy side.	s	Oh no ; these brighter visions vast 	b
To entertain the time with thoughts of love,	s	IN MEMORY OF 	b
From me far off, with others all too near.	s	' 1 '11 win thee 'gainst thy will. 	b
Sin of self-love possesseth all mine eye	s	Ere his quivering limbs, all foam-flecked, 	b
And all my soul and all my every part;	s	They say, ' Zalona celebrates 	b
And for this sin there is no remedy,	s	For Nature's sad reality, 	b
It is so grounded inward in my heart.	s	And on its green bank, bathed in gore, 	b
Methinks no face so gracious is as mine,	s	Have slaves subdued the free? 	b
No shape so true, no truth of such account;	s	Beneath the church-aisle stone, 	b
And for myself mine own worth do define,	s	And Truth may rudely trample down 	b
As I all other in all worths surmount.	s	And thou for being alone.' 	b
But when my glass shows me myself indeed,	s	lut dreary, strange, and pale and cold. 	b
Beated and chopp'd with tann'd antiquity,	s	It tumbled in an inky sea. 	b
Mine own self-love quite contrary I read;	s	which it is stayed. 	b
Self so self-loving were iniquity.	s	' AYE there it is ! it wakes to-night 	b
Do I not think on thee, when I forgot	s	Deep feelings I thought dead ; 	b
Painting my age with beauty of thy days.	s	That lulling monotone did sing 	b
For I have sworn deep oaths of thy deep kindness,	s	To cover deeds untrue, 	b
When hours have drain'd his blood and fill'd his brow	s	My lonely years had known. 	b
With lines and wrinkles; when his youthful morn	s	And by thine eyes' full gaze, 	b
Hath travell'd on to age's steepy night,	s	And by the words thou scarce dost speak, 	b
And all those beauties whereof now he's king	s	The anguish in my breast, 	b
Are vanishing or vanish'd out of sight,	s	Besides the mist is half withdrawn, 	b
Stealing away the treasure of his spring;	s	The moon of summer pours 	b
For such a time do I now fortify	s	I weary for that land divine, 	b
But at my mistress' eye Love's brand new-fired,	s	O'er each familiar tower. 	b
That he shall never cut from memory	s	1 It is hope's spell that glorifies, 	b
This brand she quenched in a cool well by,	s	That welled from mortal grief, I knew 	b
Two loves I have of comfort and despair,	s	I HAVE gone backward in the work, 	b
And they shall live, and he in them still green.	s	The whisper of its fall : 	b
When I have seen by Time's fell hand defaced	s	But those were in the early glow 	b
The rich proud cost of outworn buried age;	s	From thine own influence free ; 	b
But since he died and poets better prove,	s	That clay he feels will not for ever 	b
And brass eternal slave to mortal rage;	s	Come, leave thy dwelling dark and cold, 	b
When I have seen the hungry ocean gain	s	1 Thus truly, when that breast is cold, 	b
Advantage on the kingdom of the shore,	s	Thy prisoned soul shall rise ; 	b
Who hateth thee that I do call my friend?	s	The dungeon mingle with the mould 	b
Increasing store with loss and loss with store;	s	Dire region of most mighty woe, 	b
When I have seen such interchange of state,	s	And is her mirror broke at last 	b
No matter then although my foot did stand	s	Quietly fed in grassy dells ; 	b
Ruin hath taught me thus to ruminate,	s	One glimpse of that unearthly form 	b
That Time will come and take my love away.	s	It treads a forest wide, 	b
Those that can see thou lovest, and I am blind.	s	The ardent, and the happy breast, 	b
But weep to have that which it fears to lose.	s	The sullen clouds lay all unbroken 	b
Since brass, nor stone, nor earth, nor boundless sea,	s	And though its wind repining grieved, 	b
There is such strength and warrantize of skill	s	For ever on my heart ! 	b
How with this rage shall beauty hold a plea,	s	The holly is dark when the rose-brier blooms, 	b
Whose action is no stronger than a flower?	s	Hopes quenched, and rising thoughts subdued, 	b
O, how shall summer's honey breath hold out	s	* And hope can hardly deck the cheek 	b
When rocks impregnable are not so stout,	s	And in the zenith of his fame 	b
Nor gates of steel so strong, but Time decays?	s	And just like his its ringlets bright, 	b
Then thou, whose shadow shadows doth make bright,	s	Oppressive mystery hung ; 	b
With insufficiency my heart to sway?	s	Though wasted sore with sorrow, 	b
Or what strong hand can hold his swift foot back?	s	What do these brazen tongues proclaim ? 	b
